Name;ISIN;Symbol;Market;Trading Currency;Open;High;Low;Last;Last Date/Time;Time Zone;Volume;Turnover
D'IETEREN GROUP;BE0974259880;DIE;Euronext Brussels;EUR;142.1;142.1;139.2;139.4;13/08/2021 17:35;CET;24744;3480092.2
D.L.S.I.;FR0010404368;ALDLS;Euronext Growth Paris;EUR;13.9;13.9;13.9;13.9;13/08/2021 14:26;CET;231;3210.9
DALATA HOTEL GP.;IE00BJMZDW83;DHG;Euronext Dublin;EUR;3.93;3.93;3.715;3.82;13/08/2021 21:00;IST;275203;1042951.455
DAMARIS;FR0000077885;MLDAM;Euronext Access Paris;EUR;14.7;14.7;14.7;14.7;09/07/2021 11:30;CET;1;14.7
DAMARTEX;FR0000185423;ALDAR;Euronext Growth Paris;EUR;20.2;20.2;20.2;20.2;13/08/2021 16:27;CET;36;727.2
DANONE;FR0000120644;BN;Euronext Paris;EUR;64.05;64.64;64.05;64.48;13/08/2021 17:35;CET;1432495;92272928.92
DASSAULT AVIATION;FR0000121725;AM;Euronext Paris;EUR;999;1000;989.5;994.5;13/08/2021 17:35;CET;2848;2829533
DASSAULT SYSTEMES;FR0014003TT8;DSY;Euronext Paris;EUR;48.2;48.375;47.75;47.89;13/08/2021 17:35;CET;887352;42530954.89
DATALEX PLC;IE0000527006;DLE;Euronext Growth Dublin;EUR;0.71;0.71;0.685;0.7;13/08/2021 21:02;IST;64184;45097.02
DBT;FR0013066750;ALDBT;Euronext Growth Paris;EUR;0.0545;0.0545;0.051;0.0515;13/08/2021 17:29;CET;1807466;94663.7293
DBV TECHNOLOGIES;FR0010417345;DBV;Euronext Paris;EUR;8.484;8.498;8.274;8.408;13/08/2021 17:35;CET;175941;1476038.27
DECEUNINCK;BE0003789063;DECB;Euronext Brussels;EUR;3.57;3.6;3.54;3.58;13/08/2021 17:35;CET;117410;419676.34
DEE TECH SHARES;FR0014003G01;DEE;Euronext Paris;EUR;9.97;9.97;9.97;9.97;11/08/2021 16:42;CET;34;338.98
DEE TECH WARRANTS;FR0014003G19;DEEW;Euronext Paris;EUR;0.3;0.3;0.3;0.3;13/08/2021 09:00;CET;10000;3000
DEEP VALUE DRILLER;NO0010955917;DVD;Euronext Growth Oslo;NOK;7.65;7.65;7.5;7.599;13/08/2021 11:49;CET;9548;72586.358
DEINOVE;FR0010879056;ALDEI;Euronext Growth Paris;EUR;0.6;0.6;0.588;0.594;13/08/2021 17:35;CET;16292;9697.209
DELFINGEN;FR0000054132;ALDEL;Euronext Growth Paris;EUR;62.8;62.8;61.8;61.8;13/08/2021 17:35;CET;989;61491.6
DELTA DRONE;FR0011522168;ALDR;Euronext Growth Paris;EUR;0.0104;0.0104;0.0101;0.0104;13/08/2021 17:35;CET;6336564;65042.7851
DELTA DRONE BSA Y;FR0013400991;ALDBY;Euronext Growth Paris;EUR;0.004;0.004;0.004;0.004;10/08/2021 11:21;CET;12344;49.38
DELTA PLUS GROUP;FR0013283108;DLTA;Euronext Paris;EUR;98.6;99.8;98.6;98.9;13/08/2021 17:35;CET;1405;139118.5
DERICHEBOURG;FR0000053381;DBG;Euronext Paris;EUR;9.725;9.92;9.665;9.87;13/08/2021 17:35;CET;378281;3713224.955
DESERT CONTROL;NO0010963275;DSRT;Euronext Growth Oslo;NOK;15.72;15.8;15.5;15.5;13/08/2021 16:18;CET;38098;600054.188
DESIGN YOUR HOME;SE0007045380;MLDYH;Euronext Access Paris;EUR;0.11;0.12;0.11;0.12;27/11/2018 16:44;CET;22581;2588.91
DEUTSCHE TELEKOM;DE0005557508;DTEL;Traded not listed Brussels;EUR;18.398;18.6;18.398;18.6;13/08/2021 15:09;CET;285;5259.1
DEVERNOIS;FR0000060840;ALDEV;Euronext Growth Paris;EUR;17.9;17.9;17.9;17.9;12/08/2021 11:30;CET;1;17.9
DEVOTEAM;FR0000073793;DVT;Euronext Paris;EUR;126.8;128.6;125.2;126.8;13/08/2021 17:35;CET;266;33738.2
DEXIA;BE0974290224;DEXB;Euronext Expert Market;EUR;0.3;0.3;0.3;0.3;29/12/2020 11:30;CET;1163;348.9
DGB GROUP N.V.;NL0009169515;DGB;Euronext Amsterdam;EUR;1.18;1.23;1.18;1.23;13/08/2021 15:45;CET;1960;2402.8
DIAGEO;GB0002374006;DGE;Euronext Paris;EUR;42.81;42.925;42.585;42.585;13/08/2021 16:29;CET;21;895.19
DIAGEO PLC;GB0002374006;GUI1;Euronext Dublin;EUR;-;-;-;-;-;IST;-;-
DIAGNOSTIC MEDICAL;FR0012202497;DGM;Euronext Paris;EUR;1.478;1.48;1.458;1.458;13/08/2021 17:18;CET;8013;11738.404
DIEGEM KENNEDYCERT;BE0003698124;DIEG;Euronext Brussels;EUR;129.5;129.5;129.5;129.5;13/08/2021 11:30;CET;150;19425
DIERK. ANTWERP.;BE0036367895;-;Euronext Expert Market;EUR;96.5;96.5;96.5;96.5;03/09/2019 11:30;CET;2;193
DIERKUNDE ANTW;BE0026342551;-;Euronext Expert Market;EUR;222;222;222;222;08/06/2021 11:30;CET;1;222
DISTRI-LAND CERT;BE0003605160;DISL;Euronext Brussels;EUR;187;187;187;187;13/08/2021 16:30;CET;8;1496
DLT;NO0003055808;DLTX;Oslo Børs;NOK;7.3;7.38;6.4;6.45;13/08/2021 16:29;CET;1523318;10489382.6
DNB BANK;NO0010161896;DNB;Oslo Børs;NOK;189;189.85;188;188.9;13/08/2021 16:27;CET;545471;103050305.2
DNO;NO0003921009;DNO;Oslo Børs;NOK;8.82;8.83;8.586;8.61;13/08/2021 16:25;CET;1970596;17119518.26
DNXCORP;FR0010436584;ALDNX;Euronext Growth Paris;EUR;11.45;11.7;11.45;11.7;13/08/2021 10:54;CET;261;3050.95
DOCK.PETR.AMBES AM;FR0000065260;DPAM;Euronext Paris;EUR;472;472;472;472;13/08/2021 16:30;CET;16;7552
DOF;NO0010070063;DOF;Oslo Børs;NOK;0.585;0.61;0.574;0.607;13/08/2021 16:25;CET;1057643;635184.027
DOLFINES;FR0014004QZ9;ALDOL;Euronext Growth Paris;EUR;0.408;0.4475;0.4022;0.4392;13/08/2021 17:35;CET;81452;34687.2174
DONEGAL INVESTMENT;IE00BLRPQQ22;DQ7A;Euronext Growth Dublin;EUR;12.542;12.542;12.25;12.25;03/08/2021 18:47;IST;621;7779.02
DONTNOD;FR0013331212;ALDNE;Euronext Growth Paris;EUR;16;16;15.75;15.75;13/08/2021 17:35;CET;1877;29824
DPA GROUP;NL0009197771;DPA;Euronext Amsterdam;EUR;1.715;1.715;1.71;1.71;12/08/2021 13:17;CET;12423;21274.61
DRAPER ESPRIT PLC;GB00BY7QYJ50;GRW;Euronext Dublin;EUR;10.5;10.5;10.5;10.5;15/07/2021 18:18;IST;48;504
DRONE VOLT;FR0013088606;ALDRV;Euronext Growth Paris;EUR;0.1547;0.155;0.1509;0.1522;13/08/2021 17:35;CET;930534;141828.1745
DSC2;NL00150000S7;DSC2;Euronext Amsterdam;EUR;10.1;10.1;9.92;10.1;13/08/2021 16:54;CET;852;8505.76
DSC2 TREAS SHARES;NL00150002R5;DSC2S;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-
DSM KON;NL0000009827;DSM;Euronext Amsterdam;EUR;175.95;177.65;175.9;177.65;13/08/2021 17:35;CET;209641;37158040.8
DUTCH STAR C W11;NL00150000T5;DSCW1;Euronext Amsterdam;EUR;1.5;1.5;1.5;1.5;31/05/2021 16:53;CET;350;525
DUTCH STAR C W12;NL00150000U3;DSCW2;Euronext Amsterdam;EUR;0.49;0.49;0.49;0.49;29/12/2020 14:54;CET;4633;2270.17
DUTCH STAR C W13;NL00150000V1;DSCW3;Euronext Amsterdam;EUR;0.821;0.821;0.821;0.821;29/12/2020 14:51;CET;4633;3803.69
DYNAFOND;FR0000052920;MLDYN;Euronext Access Paris;EUR;3.96;3.96;3.96;3.96;15/03/2021 11:30;CET;15;59.4
DYNEX ENERGY SA;LU0881232630;MLDYX;Euronext Access Paris;EUR;2.08;2.08;2.08;2.08;15/06/2021 11:30;CET;5;10.4
E PANGO;FR0014004339;ALAGO;Euronext Growth Paris;EUR;5.32;5.32;5.32;5.32;13/08/2021 17:21;CET;2639;14039.48
E.ON SE;DE000ENAG999;EON;Traded not listed Brussels;EUR;10.762;10.908;10.75;10.908;13/08/2021 16:11;CET;172;1865.442
EAM SOLAR;NO0010607781;EAM;Euronext Expand Oslo;NOK;9;9;8.5;8.7;13/08/2021 15:42;CET;3850;33111.42
EASE2PAY NV;NL0000345627;EAS2P;Euronext Amsterdam;EUR;2.63;2.63;2.5;2.59;13/08/2021 17:35;CET;8660;22255.34
EASSON HOLDINGS;HK0000038783;MLEAS;Euronext Access Paris;EUR;0.77;0.77;0.77;0.77;09/08/2021 17:17;CET;17;13.09
EAUX DE ROYAN;FR0007200100;MLEDR;Euronext Access Paris;EUR;104;104;104;104;09/08/2021 11:30;CET;1;104
EAVS;FR0010536185;MLEAV;Euronext Access Paris;EUR;10.3;10.3;10.3;10.3;05/05/2021 11:30;CET;145;1493.5
ECFC;BE0003783975;-;Euronext Expert Market;EUR;4120;4120;4120;4120;26/05/2020 11:30;CET;1;4120
ECIT AS B-AKSJER;NO0010939804;ECIT;Euronext Growth Oslo;NOK;10.49;10.49;10.198;10.3;13/08/2021 16:25;CET;17562;180546.344
ECOLUTIONS;DE000A0XYM45;MLECO;Euronext Access Paris;EUR;1.25;1.25;1.25;1.25;21/12/2016 15:00;CET;100;125
ECOMIAM;FR0013534617;ALECO;Euronext Growth Paris;EUR;16.6;16.62;16.42;16.62;13/08/2021 17:27;CET;733;12158.58
ECONOCOM GROUP;BE0974313455;ECONB;Euronext Brussels;EUR;3.62;3.66;3.52;3.52;13/08/2021 17:37;CET;50796;181663.995
ECOONLINE HOLDING;NO0010936891;ECO;Euronext Growth Oslo;NOK;24;24;24;24;13/08/2021 09:05;CET;243;5832
ECOSLOPS;FR0011490648;ALESA;Euronext Growth Paris;EUR;9.34;9.34;9.2;9.22;13/08/2021 17:35;CET;877;8108
EDENRED;FR0010908533;EDEN;Euronext Paris;EUR;48.81;49.05;48.44;48.65;13/08/2021 17:35;CET;172207;8386821.21
EDF;FR0010242511;EDF;Euronext Paris;EUR;10.97;11.07;10.96;11.01;13/08/2021 17:35;CET;1685825;18562614.31
EDILIZIACROBATICA;IT0005351504;ALEAC;Euronext Growth Paris;EUR;14.9;15.2;14.7;14.9;13/08/2021 16:55;CET;2229;33316.45
EDITIONS DU SIGNE;FR0000052755;MLEDS;Euronext Access Paris;EUR;0.314;0.314;0.314;0.314;12/08/2021 16:30;CET;4;1.25
EDP;PTEDP0AM0009;EDP;Euronext Lisbon;EUR;4.502;4.521;4.473;4.509;13/08/2021 21:35;BST;2480048;11178680.98
EDP RENOVAVEIS;ES0127797019;EDPR;Euronext Lisbon;EUR;20.2;20.4;20.1;20.4;13/08/2021 21:35;BST;350142;7126198.92
EDUNIVERSAL;FR0010439265;MLEDU;Euronext Access Paris;EUR;8.42;8.42;8.42;8.42;18/04/2012 15:00;CET;850;7157
EES;FR0010945733;MLEES;Euronext Access Paris;EUR;0.282;0.282;0.282;0.282;06/08/2020 16:30;CET;20;5.64
EFIC1 ORD SHARES;NL00150006Z9;EFIC1;Euronext Amsterdam;EUR;9.7;9.784;9.501;9.784;13/08/2021 16:59;CET;1275;12263.284
EFIC1 TREASURY SH;NL00150009J7;EFICT;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-
EFIC1 WARRANTS;NL00150007A0;EFICW;Euronext Amsterdam;EUR;0.51;0.51;0.51;0.51;11/08/2021 09:47;CET;2544;1297.44
EGIDE;FR0000072373;GID;Euronext Paris;EUR;1.38;1.43;1.38;1.405;13/08/2021 17:35;CET;11465;16031.435
EIDESVIK OFFSHORE;NO0010263023;EIOF;Oslo Børs;NOK;3.48;3.57;3.48;3.57;13/08/2021 16:05;CET;18229;64089.98
EIFFAGE;FR0000130452;FGR;Euronext Paris;EUR;87.52;87.86;87.34;87.38;13/08/2021 17:35;CET;196629;17211113.72
EKINOPS;FR0011466069;EKI;Euronext Paris;EUR;7.4;7.43;7.31;7.35;13/08/2021 17:35;CET;12266;90383.29
EKOPAK;BE0974380124;EKOP;Euronext Brussels;EUR;17.8;17.8;17.54;17.62;13/08/2021 17:35;CET;6344;112195.08
ELEC.STRASBOURG;FR0000031023;ELEC;Euronext Paris;EUR;115;117.5;114;117;13/08/2021 17:22;CET;1564;180737
ELECT. MADAGASCAR;FR0000035719;EEM;Euronext Paris;EUR;3.28;3.28;3.28;3.28;03/02/2020 16:30;CET;1034;3391.52
ELECTROMAGNET GEO;NO0010358484;EMGS;Oslo Børs;NOK;1.44;1.712;1.376;1.58;13/08/2021 16:25;CET;607293;938161.46
ELEKTROIMPORTØREN;NO0010911902;ELIMP;Euronext Growth Oslo;NOK;83.38;83.38;80.73;81.5;13/08/2021 16:25;CET;1545;126929.84
ELIA GROUP;BE0003822393;ELI;Euronext Brussels;EUR;104.2;104.8;103.6;104.8;13/08/2021 17:36;CET;37692;3929501.7
ELIOR GROUP;FR0011950732;ELIOR;Euronext Paris;EUR;5.89;5.89;5.79;5.85;13/08/2021 17:35;CET;171236;1000941.64
ELIS;FR0012435121;ELIS;Euronext Paris;EUR;15.73;15.89;15.7;15.83;13/08/2021 17:35;CET;175583;2777623.11
ELKEM;NO0010816093;ELK;Oslo Børs;NOK;35.2;35.36;34.74;34.74;13/08/2021 16:25;CET;804013;28136558.22
ELLIPTIC LABORATOR;NO0010722283;ELABS;Euronext Growth Oslo;NOK;276.5;276.5;271;276;13/08/2021 16:25;CET;9248;2543179.5
ELOP;NO0010864036;ELOP;Euronext Growth Oslo;NOK;5.39;5.39;4.945;4.945;13/08/2021 16:13;CET;178668;899351.805
ELOPAK;NO0011002586;ELO;Oslo Børs;NOK;29;29;28.62;28.8;13/08/2021 16:25;CET;261598;7549307.8
EMAKINA GROUP;BE0003843605;ALEMK;Euronext Growth Brussels;EUR;20;20;20;20;03/08/2021 11:30;CET;750;15000
EMD MUSIC;BE0003849669;EMD;Euronext Expert Market;EUR;1.3;1.3;1.3;1.3;24/07/2018 11:30;CET;600;780
EMOVA GROUP;FR0013356755;ALEMV;Euronext Growth Paris;EUR;1.7;1.74;1.66;1.665;13/08/2021 17:35;CET;11937;20156.78
EMULATION;BE0024644065;-;Euronext Expert Market;EUR;253.34;253.34;253.34;253.34;19/09/2017 11:30;CET;5;1266.7
ENCRES DUBUIT;FR0004030708;ALDUB;Euronext Growth Paris;EUR;3.58;3.6;3.58;3.6;13/08/2021 13:40;CET;450;1613.52
ENDÚR;NO0010379779;ENDUR;Oslo Børs;NOK;0.95;0.967;0.936;0.963;13/08/2021 16:25;CET;574593;547342.167
ENENSYS;FR0013330792;ALNN6;Euronext Growth Paris;EUR;1.055;1.08;0.974;1.05;03/11/2020 17:35;CET;49208;51864.34
ENERGISME;FR0013399359;ALNRG;Euronext Growth Paris;EUR;3.22;3.28;3.12;3.25;13/08/2021 17:35;CET;63151;200657.95
ENERTIME;FR0011915339;ALENE;Euronext Growth Paris;EUR;1.88;1.88;1.816;1.88;13/08/2021 17:35;CET;24121;44334.626
ENGIE;FR0010208488;ENGI;Euronext Paris, Brussels;EUR;11.774;11.944;11.766;11.922;13/08/2021 17:35;CET;4457740;53066270.43
ENI;IT0003132476;ENI;Traded not listed Brussels;EUR;10.352;10.5;10.346;10.364;13/08/2021 17:35;CET;542;5612.58
ENOGIA;FR0014004974;ALENO;Euronext Growth Paris;EUR;11.5;11.6;11.35;11.4;13/08/2021 17:27;CET;1843;21138.9
ENSURGE MICROPOWER;NO0010299068;ENSU;Oslo Børs;NOK;0.635;0.657;0.632;0.65;13/08/2021 16:25;CET;27088728;17543210.52
ENTP ORD SHARES;NL0015000F82;ENTPA;Euronext Amsterdam;EUR;9.99;9.99;9.99;9.99;21/07/2021 09:00;CET;6;59.94
ENTP TREAS SHARES;NL0015000F90;ENTPT;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-
ENTP WARRANTS;NL0015000FD2;ENTPW;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-
ENTRA;NO0010716418;ENTRA;Oslo Børs;NOK;225.8;231.2;222.8;229;13/08/2021 16:25;CET;78749;17924783.2
ENTREPARTICULIERS;FR0010424697;ALENT;Euronext Growth Paris;EUR;7.25;8.7;6.9;8.7;13/08/2021 10:13;CET;83782;660992.8
ENTREPRENDRE;FR0000045122;ALENR;Euronext Growth Paris;EUR;7.5;7.5;7.5;7.5;13/08/2021 11:30;CET;4;30
ENVEA;FR0010278762;ALTEV;Euronext Growth Paris;EUR;122.5;122.5;119.5;122.5;13/08/2021 16:57;CET;20;2424
ENVIPCO;NL0015000GX8;ENVI;Euronext Amsterdam;EUR;2.0595;2.0595;2.0595;2.0595;13/08/2021 09:00;CET;40;82.38
ENVIPCO HOLDING;NL0015000GX8;ENVIP;Euronext Growth Oslo;NOK;25.95;25.95;25.95;25.95;13/08/2021 09:03;CET;11;285.45
EO2;FR0010465534;ALEO2;Euronext Growth Paris;EUR;4.47;4.49;4.14;4.48;13/08/2021 17:35;CET;3268;14294.8
EQUINOR;NO0010096985;EQNR;Oslo Børs;NOK;186.04;186.86;185.08;186.6;13/08/2021 16:31;CET;2308793;429999062.9
ERAMET;FR0000131757;ERA;Euronext Paris;EUR;72.2;76.5;72.2;76.5;13/08/2021 17:36;CET;194235;14572879.6
ERYTECH PHARMA;FR0011471135;ERYP;Euronext Paris;EUR;4.83;5.42;4.83;5.16;13/08/2021 17:35;CET;602764;3124099.42
ESG CORE INVEST;NL00150006O3;ESG;Euronext Amsterdam;EUR;9.4;9.489;9.39;9.404;13/08/2021 15:52;CET;2052;19318.052
ESG CORE TREAS SHA;NL00150006Q8;ESGT;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-
ESG CORE WARRANTS;NL00150006P0;ESGWA;Euronext Amsterdam;EUR;0.95;0.95;0.95;0.95;13/08/2021 16:38;CET;155;147.25
ESI GROUP;FR0004110310;ESI;Euronext Paris;EUR;60.4;60.4;58;59.2;13/08/2021 17:35;CET;635;37872
ESKER;FR0000035818;ALESK;Euronext Growth Paris;EUR;260;260.5;257;260;13/08/2021 17:35;CET;2028;525041
ESPERITE;NL0009272137;ESP;Euronext Amsterdam, Paris;EUR;0.033;0.033;0.032;0.032;13/08/2021 17:28;CET;99262;3202.742
ESSILORLUXOTTICA;FR0000121667;EL;Euronext Paris;EUR;163.78;166.08;163.78;164.92;13/08/2021 17:35;CET;273936;45263517.12
ESSO;FR0000120669;ES;Euronext Paris;EUR;11;11;10.7;10.7;13/08/2021 10:34;CET;310;3395
ESTORIL SOL N;PTESO0AM0000;ESON;Euronext Lisbon;EUR;6.5;6.5;6.5;6.5;10/08/2021 15:30;BST;1;6.5
ETEX;BE0941244536;-;Euronext Expert Market;EUR;16.8;16.8;16.8;16.8;10/08/2021 11:30;CET;1000;16800
EUPEN FINANZ;BE0049483135;-;Euronext Expert Market;EUR;151.1;151.1;151.1;151.1;28/07/2015 11:30;CET;348;52582.8
EURASIA FONC INV;FR0000061475;EFI;Euronext Paris;EUR;0.47;0.47;0.47;0.47;13/08/2021 16:30;CET;2575;1210.25
EURASIA GROUPE;FR0010844001;ALEUA;Euronext Growth Paris;EUR;3.9;4.3;3.9;4.02;13/08/2021 17:29;CET;1870;7592.4
EURAZEO;FR0000121121;RF;Euronext Paris;EUR;87.95;88.8;87.9;88.35;13/08/2021 17:35;CET;43627;3854573.1
EURO RESSOURCES;FR0000054678;EUR;Euronext Paris;EUR;2.88;2.92;2.86;2.9;13/08/2021 17:23;CET;1628;4735.61
EUROBIO-SCIENTIFIC;FR0013240934;ALERS;Euronext Growth Paris;EUR;17.2;17.48;17.01;17.08;13/08/2021 17:35;CET;15462;264685.06
EUROCASTLE INVEST.;GB00B94QM994;ECT;Euronext Amsterdam;EUR;8.45;8.45;8.45;8.45;11/08/2021 16:49;CET;50;422.5
EUROCOMMERCIAL;NL0000288876;ECMPA;Euronext Amsterdam, Brussels;EUR;22.4;22.96;22.36;22.76;13/08/2021 17:35;CET;108104;2458906.66
EUROFINS CEREP;FR0013256518;ALECR;Euronext Growth Paris;EUR;13100;13100;13100;13100;13/08/2021 16:30;CET;1;13100
EUROFINS SCIENT.;FR0014000MR3;ERF;Euronext Paris;EUR;113.96;114.58;113.32;113.76;13/08/2021 17:35;CET;120344;13694484.2
EUROLAND CORPORATE;FR0010157115;MLERO;Euronext Access Paris;EUR;2;2;2;2;13/08/2021 16:45;CET;2865;5730
EUROLOG CANOLA;ES0105586004;MLCAN;Euronext Access Paris;EUR;1320;1320;1320;1320;11/08/2021 00:00;CET;-;-
EUROMEDIS GROUPE;FR0000075343;ALEMG;Euronext Growth Paris;EUR;14.14;14.88;14.1;14.8;13/08/2021 17:35;CET;26294;382947.32
EURONAV;BE0003816338;EURN;Euronext Brussels;EUR;6.7;6.772;6.404;6.47;13/08/2021 17:35;CET;1416217;9278555.246
EURONEXT;NL0006294274;ENX;Euronext Paris, Amsterdam, Brussels;EUR;94.2;95;94.05;94.35;13/08/2021 17:35;CET;66523;6279389.1
EURONEXT;NL0006294274;ENXP;Euronext Lisbon;EUR;-;-;-;-;-;BST;-;-
EUROPACORP;FR0010490920;ECP;Euronext Paris;EUR;0.799;0.81;0.79;0.804;13/08/2021 17:35;CET;26007;20892.462
EUROPCAR BSA COO;FR0014001HD1;EUBSB;Euronext Paris;EUR;-;-;-;-;-;CET;-;-
EUROPCAR BSA GAR;FR0014001HB5;EUBSA;Euronext Paris;EUR;-;-;-;-;-;CET;-;-
EUROPCAR BSA PAR;FR0014001HC3;EUBSC;Euronext Paris;EUR;-;-;-;-;-;CET;-;-
EUROPCAR MOBILITY;FR0012789949;EUCAR;Euronext Paris;EUR;0.4972;0.4995;0.4972;0.499;13/08/2021 17:35;CET;14956872;7458886.987
EUROPLASMA;FR0013514114;ALEUP;Euronext Growth Paris;EUR;0.3424;0.3494;0.33;0.3348;13/08/2021 17:35;CET;763679;256605.8944
EUROPLASMA BSC;FR0013294089;EURBU;Euronext Growth Paris;EUR;0.0005;0.0005;0.0005;0.0005;13/08/2021 11:10;CET;2875;1.4375
EUROPRIS;NO0010735343;EPR;Oslo Børs;NOK;60.1;60.55;60;60.2;13/08/2021 16:25;CET;67689;4078812.5
EUTELSAT COMMUNIC.;FR0010221234;ETL;Euronext Paris;EUR;9.62;9.67;9.576;9.65;13/08/2021 17:36;CET;262866;2532961.108
EVADIX;BE0003840577;ALEVA;Euronext Growth Brussels;EUR;0.115;0.115;0.115;0.115;06/08/2021 16:30;CET;27;3.11
EVERFUEL;DK0061414711;EFUEL;Euronext Growth Oslo;NOK;60.4;60.4;55.55;57.65;13/08/2021 16:25;CET;25064;1445853.15
EVERGREEN;FR0000035784;EGR;Euronext Paris;EUR;3.22;3.24;3.08;3.2;13/08/2021 17:28;CET;23117;73263.3
EVERSET;FR0000044745;MLEVE;Euronext Access Paris;EUR;0.406;0.406;0.406;0.406;22/03/2021 11:30;CET;6535;2653.21
EVOLIS;FR0004166197;ALTVO;Euronext Growth Paris;EUR;30;30;30;30;10/08/2021 09:00;CET;75;2250
EVS BROADC.EQUIPM.;BE0003820371;EVS;Euronext Brussels;EUR;17.48;17.48;17.08;17.34;13/08/2021 17:19;CET;5226;90124.48
EXACOMPTA CLAIREF.;FR0000064164;EXAC;Euronext Paris;EUR;92.5;92.5;92.5;92.5;13/08/2021 11:30;CET;7;647.5
EXACT THERAPEUTICS;NO0010852213;EXTX;Euronext Growth Oslo;NOK;21;23;21;23;12/08/2021 16:04;CET;905;20245
EXEL INDUSTRIES;FR0004527638;EXE;Euronext Paris;EUR;82.2;83.6;82;83.6;13/08/2021 17:35;CET;364;30322.2
EXMAR;BE0003808251;EXM;Euronext Brussels;EUR;3.64;3.67;3.6;3.67;13/08/2021 17:35;CET;23418;84966.635
EXPLOSIFS PROD.CHI;FR0014003AQ4;EXPL;Euronext Paris;EUR;52;52;52;52;11/08/2021 16:30;CET;20;1040
FACEPHI;ES0105029005;ALPHI;Euronext Growth Paris;EUR;4.505;4.505;4.505;4.505;13/08/2021 09:00;CET;1;4.505
FAGRON;BE0003874915;FAGR;Euronext Brussels, Amsterdam;EUR;18.4;18.5;18.3;18.38;13/08/2021 17:35;CET;56620;1041477.83
FAIFEY INVEST;ES0105553004;MLECE;Euronext Access Paris;EUR;19.8;19.8;19.8;19.8;29/07/2021 00:00;CET;-;-
FARMINVESTE;PTFNV1AM0002;MLFMV;Euronext Access Lisbon;EUR;2;2;2;2;27/07/2021 20:30;BST;1425;2850
FASHION B AIR;FR0004034593;ALFBA;Euronext Growth Paris;EUR;0.258;0.262;0.258;0.262;13/08/2021 17:29;CET;328;85.136
FASTNED;NL0013654809;FAST;Euronext Amsterdam;EUR;61.7;63.3;61.5;62;13/08/2021 17:35;CET;41502;2583478.6
FAURECIA;FR0000121147;EO;Euronext Paris;EUR;37.4;38.67;37.3;38.43;13/08/2021 17:35;CET;988882;37932455.41
FAUVET GIREL;FR0000063034;FAUV;Euronext Paris;EUR;40.4;40.4;40.4;40.4;10/08/2021 11:30;CET;2;80.8
FAYENC.SARREGUEMI.;FR0000031973;FAYE;Euronext Paris;EUR;23.4;23.4;23.4;23.4;11/08/2021 16:30;CET;25;585
FBD HOLDINGS PLC;IE0003290289;EG7;Euronext Dublin;EUR;7.52;7.76;7.5;7.74;13/08/2021 21:00;IST;224739;1686776.08
FD;FR0012300424;MLFDV;Euronext Access Paris;EUR;1;1;1;1;06/07/2021 11:30;CET;240;240
FD TECHNOLOGIES;GB0031477770;GYQ;Euronext Growth Dublin;EUR;26.9;26.9;26.9;26.9;30/07/2021 20:39;IST;50;1345
FDJ;FR0013451333;FDJ;Euronext Paris;EUR;44.81;45.07;44.39;44.55;13/08/2021 17:35;CET;156314;6992432.64
FERM.CAS.MUN.CANNE;FR0000062101;FCMC;Euronext Paris;EUR;1370;1370;1370;1370;13/08/2021 16:30;CET;2;2740
FERMENTALG;FR0011271600;FALG;Euronext Paris;EUR;2.67;2.695;2.64;2.67;13/08/2021 17:35;CET;55235;147257.43
FI BELGO-TUNISIENN;BE0011238830;-;Euronext Expert Market;EUR;221.1;221.1;221.1;221.1;07/07/2015 11:30;CET;323;71415.3
FIDUCIAL OFF.SOL.;FR0000061418;SACI;Euronext Paris;EUR;27.6;27.6;27.6;27.6;13/08/2021 11:30;CET;1;27.6
FIDUCIAL REAL EST.;FR0000060535;ORIA;Euronext Paris;EUR;181;181;181;181;13/08/2021 11:30;CET;1;181
FIGEAC AERO;FR0011665280;FGA;Euronext Paris;EUR;5.22;5.22;5.1;5.1;13/08/2021 17:35;CET;1971;10186.47
FILAE;FR0010221069;ALFIL;Euronext Growth Paris;EUR;20.4;20.4;20.4;20.4;10/08/2021 16:30;CET;10;204
FIMMOBEL;BE0945246784;-;Euronext Expert Market;EUR;450;450;450;450;04/12/2018 11:30;CET;1;450
FIN.ETANG BERRE;FR0000062341;BERR;Euronext Paris;EUR;5.6;5.6;5.6;5.6;10/08/2021 11:30;CET;150;840
FIN.ETANG BERRE PF;FR0000062507;EBPF;Euronext Paris;EUR;110;110;110;110;12/08/2021 11:30;CET;80;8800
FIN.OUEST AFRICAIN;SN0000033192;FOAF;Euronext Paris;EUR;14.4;14.4;14.4;14.4;29/06/2021 11:54;CET;464;6681.6
FINANCIERE MARJOS;FR0000060824;FINM;Euronext Paris;EUR;0.28;0.28;0.28;0.28;12/08/2021 11:30;CET;500;140
FINASUCRE;BE0012544319;-;Euronext Expert Market;EUR;4000;4000;4000;4000;26/05/2020 11:30;CET;4;16000
FINATIS;FR0000035123;FNTS;Euronext Paris;EUR;35.6;35.6;35.6;35.6;22/07/2021 16:30;CET;18;640.8
